description,image,title
"A l’approche de la Journée mondiale de lutte contre le sida, mercredi 1er décembre, les associations s’alarment de la chute du nombre de tests de dépistage du VIH et craignent un rebond épidémique à court et moyen termes.",https://img.lemde.fr/2021/06/03/0/0/2868/1912/110/74/60/0/509e75f_923643679-000-hkg393499.jpg,Comment le Covid-19 a « ruiné les progrès » récents en matière de dépistage et de prévention du sida
"Alors que la Haute Autorité de santé recommande la prudence, nombreux sont les parents à s’interroger sur le bénéfice individuel et collectif à en tirer.",https://img.lemde.fr/2021/11/30/0/0/3499/2333/110/74/60/0/2132552_712358278-859275.jpg,"Pour les parents, le dilemme de la vaccination des enfants de moins de 12 ans contre le Covid-19"
"L’instance recommande d’« élargir dès à présent » l’administration du vaccin Pfizer aux enfants « à risque de forme grave », mais renvoie la généralisation en France à plus tard.",https://img.lemde.fr/2021/11/30/1/0/7277/4851/110/74/60/0/d9a4cc1_286562386-667732.jpg,Covid-19 : la Haute Autorité de santé recommande de ne vacciner que les enfants à risque
"Un collectif de soixante-neuf professionnels de santé, chercheurs et personnalités de l’éducation populaire et de la culture proteste, dans une tribune au « Monde », contre le risque d’enterrement de la réforme de la Sécurité sociale sous la pression des assureurs et des mutuelles.",https://img.lemde.fr/2021/11/26/3/0/5900/3933/110/74/60/0/5b1221f_535926494-jmug211125006.jpg,« Les défenseurs de la “grande Sécu” n’ont pas dit leur dernier mot »
"Une étude suédoise a montré que l’exercice physique réduit l’anxiété. Un constat partagé, qui devrait conduire à prescrire plus largement l’activité physique.",https://img.lemde.fr/2021/11/29/0/0/5464/3643/110/74/60/0/2133543_888610936-000-1oo79a.jpg,L’activité physique a un effet anxiolytique
"Le nombre de cas découverts de séropositivité a baissé de 14 % par rapport à l’année précédente, en raison de la « diminution du recours au dépistage, notamment lors du premier confinement », explique Santé publique France.",https://img.lemde.fr/2018/08/15/64/73/1965/1310/110/74/60/0/0107052_dv41azo2l5WOObaBifT96chU.jpg,La pandémie de Covid-19 a réduit le nombre de dépistages et de nouveaux diagnostics de séropositivité du VIH en France en 2020
"Entre 2019 et 2020, 254 lits ont été supprimés et trois maternités ont fermé. En 2000, on dénombrait plus de 20 000 lits dans 742 maternités.",https://img.lemde.fr/2019/12/12/0/0/3540/2360/110/74/60/0/3575390_dxj_XCM69PzEc_ajMHlAsD7l.jpg,Les maternités françaises comptaient moins de 15 000 lits fin 2020
"Le projet de budget pour 2022 comporte des mesures pour le grand âge, les soignants ou encore sur le remboursement de la contraception. Il prévoit, par ailleurs, un déficit de 20,4 milliards d’euros, après 33,5 milliards en 2021.",https://img.lemde.fr/2021/11/23/0/0/3499/2333/110/74/60/0/e30900c_fw1-health-coronavirus-france-cases-1123-11.jpg,Le Parlement adopte définitivement le projet de budget de la Sécurité sociale pour 2022
"La sage-femme orthogéniste Claire Wolker défend l’allongement du délai de l’IVG de douze à quatorze semaines, alors qu’une proposition de loi en ce sens arrive en discussion à l’Assemblée lundi.",https://img.lemde.fr/2021/11/29/1044/0/1848/1231/110/74/60/0/ccf81ee_389423130-000-par2737119.jpg,« Il y a déjà des praticiens qui ne font pas les IVG jusqu’au terme actuellement prévu par la loi »
"Etats anxieux et dépressifs, recours aux antidépresseurs, hospitalisations pour tentative de suicide… Différents indicateurs restent au rouge depuis le début de la pandémie.",https://img.lemde.fr/2019/09/12/0/268/4753/3169/110/74/60/0/639cae6_tpEnHcMJxPZjMTnS0Mnlos5C.jpg,Quelles sont les données qui montrent la dégradation de la santé psychique des Français ?
"L’Organisation mondiale de la santé estime que le variant du SARS-CoV-2 présente un nombre de mutations « sans précédent », dont plusieurs « sont préoccupantes en raison de leur impact potentiel sur la trajectoire de l’épidémie » de Covid-19.",https://img.lemde.fr/2021/11/29/0/0/3500/2333/110/74/60/0/9c508bb_ggg-aus101-health-coronavirus-australia-1129-11.jpg,"Omicron : le nouveau variant détecté dans de plus en plus de pays, l’OMS s’inquiète d’un « risque très élevé » à l’échelle planétaire"
"Le président du Syndicat des audioprothésistes, Luis Godinho, rappelle, dans une tribune au « Monde », que le système actuel d’articulation entre assurance-maladie et assurances-santé cache de forts écarts entre catégories d’usagers, et estime que le statu quo n’est pas tenable.",https://img.lemde.fr/2021/11/26/0/0/5760/3840/110/74/60/0/f84bae0_99728504-pns-6307555.jpg,"« Grande Sécu » : « Les primes des complémentaires sont doublement inégalitaires, aux dépens des plus pauvres et des plus âgés »"
"L’Assemblée nationale examine en deuxième lecture, à partir de lundi, une proposition de loi en faveur de l’allongement du délai de douze à quatorze semaines, soutenue par les élus de la majorité contre l’avis de l’exécutif.",https://img.lemde.fr/2021/11/29/0/0/5760/3840/110/74/60/0/56a13ec_842210065-10437552183-9525d47230-o.jpg,Allongement du délai d’IVG : les députés de la majorité imposent le débat
"Le Covid a accéléré une crise des hôpitaux dénoncée depuis longtemps par les personnels, explique, dans une tribune au « Monde », le médecin anesthésiste-réanimateur Philippe Bizouarn, qui déplore l’absence de réaction de la part du gouvernement et son « cynisme ».",https://img.lemde.fr/2020/11/13/0/0/6720/4480/110/74/60/0/561d215_b8864f18eb004ddd91cc6197e054c9be-b8864f18eb004ddd91cc6197e054c9be-0.jpg,« Nos dirigeants sont restés sourds au cri d’alarme des soignants sur la dégradation de l’hôpital public »
"Seuls 150 spécialistes de cette discipline, qui requiert un savoir-faire médical et technique particulier, sont aujourd’hui recensés sur l’ensemble du territoire, alors que la population des 0-19 ans représente 25 % de la population française, alertent dans une tribune au « Monde » vingt-quatre radiopédiatres et représentants de la profession.",https://img.lemde.fr/2021/11/26/0/0/5760/3840/110/74/60/0/e959d1e_679562769-hygtyfr.jpg,"Santé : « Exsangue, la radiopédiatrie menace aujourd’hui de disparaître »"
"Sous-vêtements chauffants, injections de testostérone… plusieurs contraceptions masculines existent, mais elles sont méconnues et peu répandues.",https://img.lemde.fr/2021/11/23/1/0/5000/3333/110/74/60/0/187836d_709044553-girette-hl-13006.JPG,Contraception masculine : « Il n’y a aucune raison pour que cette charge repose uniquement sur ma copine »
"Le projet de « Grande Sécu », qui vise à élargir la couverture de l’assurance-maladie obligatoire, est porteur de progrès et d’efficacité, plaide la sociologue dans sa chronique.",https://img.lemde.fr/2021/03/16/0/0/494/329/110/74/60/0/95c7013_770734584-pns-1063943.jpg,Dominique Méda : « Souhaitons que la santé soit au cœur de la campagne présidentielle »
"L’ancien syndicaliste Gaby Bonnand plaide, dans une tribune au « Monde », en faveur du rôle spécifique des assurances mutualistes, que la « grande Sécu » ne doit pas remettre en cause.",https://img.lemde.fr/2018/03/02/0/0/4896/3264/110/74/60/0/d38f1f7_26072-n2yj9n.pjl4.jpg,« Grande Sécu » : « Nous devons travailler à une meilleure articulation entre un système public de haut niveau et les mutuelles »
"L’historien Michel Dreyfus rappelle, dans une tribune au « Monde », les compromis entre « sociétés de secours mutuels », assurances sociales, syndicats et Etat depuis le XIXe siècle.",https://img.lemde.fr/2015/01/13/0/0/5184/3456/110/74/60/0/8c27fc1_25658-z29qg9.jpg,« Grande Sécu » : « Le mouvement mutualiste a joué un rôle essentiel dans la longue gestation de la Sécurité sociale »
"L’économiste Brigitte Dormont plaide, dans une tribune au « Monde », en faveur d’une réforme qui vise un égal accès aux soins pour tous, sans siphonner le revenu des citoyens.",https://img.lemde.fr/2021/11/17/0/27/3445/2297/110/74/60/0/e5f0c06_gggnic08-health-coronavirus-france-vaccination-1117-11.jpg,"« Grande Sécu » : « Les citoyens, malades ou bien portants, auraient gros à gagner avec cette réforme »"
"Les chercheurs Daniel Benamouzig et Cyril Benoît proposent, dans une tribune au « Monde », de redéfinir le rôle des assurances complémentaires à l’échelon des territoires.",https://img.lemde.fr/2021/11/23/24/0/3500/2333/110/74/60/0/2a17231_gggnic05-health-coronavirus-france-vaccination-1123-11.jpg,« Grande Sécu » : « Peut-être y a-t-il mieux à faire que de faire disparaître les complémentaires santé »
"Pascal Michard et Patrick Brothier, les deux dirigeants d’Aéma, né du rapprochement entre Aésio Mutuelle et la Macif, expliquent dans une tribune au « Monde » que cela serait une grave erreur d’opposer Sécurité sociale et mutuelles, et que cela entraînerait une hausse des impôts et des prélèvements sociaux.",https://img.lemde.fr/2021/03/16/0/0/494/329/110/74/60/0/95c7013_770734584-pns-1063943.jpg,"Grande Sécu : « Les acteurs mutualistes promeuvent un modèle vertueux, non lucratif et démocratique »"
Les mauvaises conditions de travail et de rémunération mobilisent les sages-femmes depuis le début de 2021. Professionnelles hospitalières et libérales sont de nouveau en grève ce week-end.,https://img.lemde.fr/2021/11/22/0/0/6720/4480/110/74/60/0/ec32901_45316898-211104jbalague-lemonde-sagefemme-5y5a9617.jpg,"« Je ne pouvais pas exercer mon métier correctement » : déçues de l’hôpital, ces sages-femmes ont préféré ouvrir leur cabinet libéral"
La consommation de drogues lors de rapports sexuels se diffuse hors du milieu gay. La Mairie de Paris est une des premières à préparer un plan de prévention.,https://img.lemde.fr/2021/11/25/0/5/5190/3460/110/74/60/0/713c8b0_744102160-pns-3763052.jpg,Paris veut agir face à l’essor du « chemsex »
"Elargie aux autres maladies chroniques, cette proposition de loi concernait au départ les quatre millions de diabétiques, qui ont l’interdiction, pour des raisons de sécurité, de pratiquer certaines professions.",https://img.lemde.fr/2021/11/17/0/5/5694/3796/110/74/60/0/e97f985_127160741-pns-3648975.jpg,Le Parlement adopte un texte contre les discriminations au travail subies par les malades chroniques
"Alors qu’une majeure partie des personnes souffrant de diabète dans le monde est privée d’insuline, la France se doit d’être motrice pour permettre un accès universel à ce traitement peu coûteux. C’est ce qu’affirme, dans une tribune au « Monde », un collectif, dont Vincent Ledoux, député du Nord, et Stéphane Besançon, directeur général de l’ONG Santé Diabète.",https://img.lemde.fr/2021/11/17/0/5/5694/3796/110/74/60/0/e97f985_127160741-pns-3648975.jpg,« Diabète : rendons l’insuline enfin accessible à tous ! »
Une technique d’électrostimulation permet à des personnes avec un handicap moteur des membres inférieurs de faire du rameur. Un programme national vient d’être lancé.,https://img.lemde.fr/2021/11/22/54/0/1776/1184/110/74/60/0/3b85efb_575381449-werize-he-pha-rower-mobility-2.jpg,Handicap moteur : une solution d’électrostimulation reproduit les mouvements
"Le 26 janvier, une adolescente de 16 ans s’est défenestrée à l’hôpital Ambroise-Paré où elle était soignée. Ses proches portent plainte pour que la justice fasse la lumière sur les conditions de sa mort.",https://img.lemde.fr/2021/11/22/0/0/6240/4160/110/74/60/0/e6d2517_926108692-080-hl-bdurand-1030004.jpg,"« Je pensais qu’à l’hôpital, elle serait protégée » : le suicide d’une jeune fille au sein de l’AP-HP interroge sur les normes de sécurité"
"Olivier Bonnot, praticien hospitalier en psychiatrie de l’enfant, regrette, dans un entretien au « Monde », que l’environnement des services de pédiatrie soit moins adapté aux pathologies mentales.",https://img.lemde.fr/2021/11/22/0/0/5479/3653/110/74/60/0/8244599_33522377-000-1g20re.jpg,"« Le suicide d’un patient, c’est la plus grande peur du soignant »"
"En additionnant ces mesures aux 183 euros mensuels du Ségur de la santé, le gouvernement met en avant une « revalorisation nette de 500 euros par mois ». Mais le protocole ne satisfait pas tous les syndicats.",https://img.lemde.fr/2021/09/25/0/0/3504/2336/110/74/60/0/e0e1a5f_420864799-sagesfemmes.jpg,Accord sur de nouvelles hausses de salaires pour les sages-femmes
"Epuisés par leurs études et leurs conditions de travail, étudiants et étudiantes sont de plus en plus nombreux à douter, dès leurs premières années d’exercice.",https://img.lemde.fr/2021/11/22/90/0/7542/5028/110/74/60/0/eb8335b_25591854-sagefemmes-clr-01.jpeg,"Manque de considération, maltraitance et burn-out : la grande fatigue des sages-femmes"
Certains enfants présentent des variations du développement génital brouillant leur assignation à un genre. Faut-il intervenir de façon précoce pour « normaliser le corps » ou attendre l’âge d’un consentement éclairé ? La question divise.,https://img.lemde.fr/2021/11/22/1990/0/2660/1771/110/74/60/0/bbfb477_767319590-1-be-be.jpg,Enfants intersexes : les interventions médicales précoces et la question du consentement en débat
"Un arrêté de bonnes pratiques doit compléter l’article relatif aux enfants présentant une variation du développement génital, dont l’interprétation divise les médecins et les associations de personnes intersexes.",https://img.lemde.fr/2021/11/22/130/462/3850/2567/110/74/60/0/8c89748_989306144-2-jardin.jpg,Enfants intersexes : préciser la loi de bioéthique
"La gynécologue obstétricienne a créé la Maison des femmes à Saint-Denis en 2016. Depuis, des dizaines d’autres structures ont vu le jour, grâce à son combat féministe pour mieux soigner les femmes victimes de violences.",https://img.lemde.fr/2021/11/10/301/0/5315/3540/110/74/60/0/625ee38_575873577-le-monde-allongement-delais-ivg-mai-2020-02.jpg,"Ghada Hatem, celle qui répare les femmes victimes de violences"
"La « seule solution » pour une réponse mondiale adaptée à la pandémie est d’autoriser les pays du Sud à produire leurs vaccins, estiment, dans une tribune au « Monde », Pauline Londeix et Jérôme Martin, cofondateurs de l’Observatoire de la transparence dans les politiques du médicament.",https://img.lemde.fr/2021/11/12/302/5/4388/2925/110/74/60/0/01791ca_ee6f448f31494fb8ac347c77a067da54-ee6f448f31494fb8ac347c77a067da54-0.jpg,« L’accès aux vaccins pour tous est une question d’éthique et de sécurité sanitaire mondiale »
"Alors que la région Grand-Est est en alerte épidémique pour cette maladie respiratoire infantile, les autres pathologies de l’hiver viennent s’ajouter à des services pédiatriques sous-dotés.",https://img.lemde.fr/2021/11/19/0/0/5760/3840/110/74/60/0/4fce676_269699978-urgences-pediatriques-nancy-005.JPG,"« On est inquiet car l’épidémie de bronchiolite est précoce et intense cette année » : à Nancy, l’hôpital d’enfants sous tension"
"Catherine Smallwood, directrice des situations d’urgence pour l’Europe à l’OMS, rappelle que dans les pays où « vaccination et port du masque [...] continuent d’être appliqués », comme l’Espagne, le Portugal, l’Italie et la France, « l’incidence est plus faible qu’ailleurs ».",https://img.lemde.fr/2021/11/19/630/1793/2787/1858/110/74/60/0/92b64a4_373462298-000-8y66jn.jpg,« L’hiver s’annonce comme une période difficile mais nous savons comment freiner » l’épidémie de Covid-19
"Sceptique mais très majoritairement vaccinée, la population française entretient un rapport ambivalent avec les vaccins. Rares sont ceux qui rejettent le principe de la vaccination mais nombreux sont ceux qui se méfient d’une politique sanitaire mis en œuvre par des acteurs qui souffrent, en France, d’un grand déficit de légitimité – les politiques.",https://img.lemde.fr/2021/07/16/0/17/3465/2310/110/74/60/0/a388b67_fw1-health-coronavirus-france-vaccination-0716-11.jpg,Les Français plus circonspects qu’antivaccin
"Le marché des gélules, pilules et autres ampoules est boosté par la pandémie de Covid-19. Au souci accru de bien-être s’ajoute la méfiance envers la médecine traditionnelle.",https://img.lemde.fr/2021/11/17/31/0/2119/1411/110/74/60/0/ee6c5da_265592588-dessin-l-ivresse-de-lauto-medicamentation-2.jpg,Cures de vitamines et fleurs de Bach : comment je suis devenu mon propre docteur avec les compléments alimentaires
"Deux représentants du monde mutualiste, Didier Bazzocchi et Etienne Caniard, rejettent avec l’économiste Jean de Kervasdoué le projet de « Grande Sécu » fusionnant assurance obligatoire et assurance complémentaire.",https://img.lemde.fr/2021/11/18/0/0/5688/3792/110/74/60/0/277d315_780267073-gtfrftyu.jpg,"Grande Sécu : « Le financement des soins médicaux deviendrait exclusivement étatique, à l’instar du NHS britannique »"
"L’engagement du ministre de la santé à retirer l’hébergement et l’exploitation des données de santé des Français à Microsoft d’ici à deux ans au maximum semble « sérieusement compromis », analyse dans une tribune au « Monde » le président du Cercle de la réforme de l’Etat, Christian Babusiaux.",https://img.lemde.fr/2021/11/18/126/0/4736/3155/110/74/60/0/21c7ec6_892943284-pns-3765330.jpg,Données de santé : « Il est temps de sauver le soldat Health Data Hub »
"Depuis 2011, l’exposition globale des animaux aux antimicrobiens a reculé de 45,4 %. Une hausse de 5 % de l’exposition des animaux de compagnie aux antimicrobiens a toutefois été observée par l’Anses en 2020.",https://img.lemde.fr/2021/11/17/0/0/6000/4000/110/74/60/0/1ae45cb_30127640-4.jpg,Le recours aux antibiotiques globalement en baisse en médecine vétérinaire
"L’université Paris-VIII propose, à partir du 22 novembre, des cours d’introduction aux « transes et états de conscience modifiés » destinés aux professionnels de santé. Cette première mondiale doit beaucoup au travail d’une Française, Corine Sombrun, initiée chez les chamans de Mongolie.",https://img.lemde.fr/2021/11/15/168/0/3307/2203/110/74/60/0/74bc73e_543502571-le-monde-corinne-sombrun-transe-illus2-hd.jpg,Les étranges pouvoirs de la transe sur le cerveau étudiés à l’université
"Le ministre de la santé Olivier Véran a relancé l’idée d’une extension du régime de base de la Sécurité sociale, au détriment notamment des mutuelles, qui s’opposent à cette idée. « Le Monde » fait le point sur les enjeux.",https://img.lemde.fr/2021/11/17/677/0/1547/1028/110/74/60/0/9a77c90_584066447-grande-secu-copie.jpg,« Grande Sécu » : décryptage d’un projet clivant
"A l’initiative du Collectif inter-associations pour la santé environnementale (CISE), une vingtaine de représentants d’associations, de patients et de médecins critiquent, dans une tribune au « Monde », l’absence de base scientifique des conclusions de l’Agence nationale de sécurité sanitaire de l’alimentation, de l’environnement et du travail sur les effets de la 5G.",https://img.lemde.fr/2021/11/17/1/0/5200/3466/110/74/60/0/c39a803_511186642-pns-3921157.jpg,"« Sur la 5G, nous demandons à l’Anses de rétablir sa crédibilité en matière d’expertise »"
"A l’initiative de l’université de Caen, 56 coureurs ont participé à une course à pied de 156 km, ponctuée d’examens destinés à étudier les réactions physiologiques et mentales face à un tel effort.",https://img.lemde.fr/2021/11/15/0/0/6577/4384/110/74/60/0/690ad26_640090325-trailscientifique-alexisberg-8632.jpg,Un ultra-trail de 156 km pour faire avancer la science
"Des fabricants de médicaments génériques pourront se voir accorder des sous-licences afin de produire le traitement du géant pharmaceutique, qui ne recevra pas de redevances sur la vente de sa pilule dans les pays pauvres.",https://img.lemde.fr/2021/11/16/72/0/4872/3248/110/74/60/0/5a760f7_5025210-01-06.jpg,Pfizer signe un accord pour faciliter l’accès mondial à sa pilule contre le Covid-19
"Une équipe internationale a reconstitué les mutations qui ont permis à un des ancêtres de ce virus, passé des oiseaux aux porcs, d’évoluer vers une plus grande transmissibilité, avant de contribuer au passage à l’homme.",https://img.lemde.fr/2021/11/13/2546/16/936/624/110/74/60/0/9eea471_334350419-scie-4821-h1n1-350px.png,L’histoire revisitée du virus pandémique grippal de 2009
"Les cinq archipels ne déplorent aucun décès lié au Covid-19 depuis le 26 octobre. Une loi sanitaire doit entrer en vigueur fin décembre, contraignant à la vaccination toute personne travaillant au contact du public.",https://img.lemde.fr/2021/11/16/0/0/5326/3550/110/74/60/0/e813716_701821736-000-9m98tb.jpg,Covid-19 : état d’urgence et couvre-feu levés en Polynésie française
"L’ex-aide-soignante et syndicaliste CFDT veut faire reconnaître l’origine professionnelle du cancer du sein. Avec d’autres collègues, elle dénonce le travail de nuit et les rayons X comme facteurs de risque.",https://img.lemde.fr/2021/11/09/844/585/4615/3077/110/74/60/0/52d042b_949616947-530-ouvsem-002.jpg,"Josiane Clavelin, lanceuse d’alerte sur les cancers du sein des personnels soignants"
"La violente offensive contre le logo nutritionnel Nutri-score est menée, sous couvert de défendre les fromages et charcuteries traditionnels, pour préserver des intérêts financiers au détriment de la santé, dénoncent un collectif de médecins dans une tribune au « Monde ».",https://img.lemde.fr/2021/11/11/1/0/7952/5301/110/74/60/0/59af494_17115564-phanie-359109.jpg,"Lobbying contre le Nutri-score : « Une fois de plus, la santé publique est confrontée à des intérêts économiques et politiques »"
"Les représentants des principales associations de patients atteints de maladies neuromusculaires et neurodégénératives alertent, dans une tribune au « Monde », sur le manque de personnel soignant et sur les délais de prise en charge que les malades subissent dans les services spécialisés.",https://img.lemde.fr/2020/10/02/231/0/2713/1806/110/74/60/0/906c0a9_896652892-pns-6167392.jpg,« Jamais les patients ne se sont sentis aussi fragiles et en danger face à un système hospitalier public exsangue »
"Devant l’afflux de témoignages, plusieurs appels au boycott d’établissements ont été lancés en Belgique. Et le phénomène concerne aussi le Royaume-Uni et la France. En cause, le GHB, ou « drogue du violeur », ingéré à leur insu par les victimes.",https://img.lemde.fr/2021/11/11/162/232/591/394/110/74/60/0/bf2ef71_419493107-ghb.png,Le GHB de nouveau mis en cause dans des cas de violences sexuelles dans des bars
"Alors que les quatre services d’urgence autour de la capitale de la Sarthe sont sous forte tension, le fragile équilibre habituel est bousculé en cette rentrée post-Covid, avec notamment des chiffres de fréquentation en augmentation.",https://img.lemde.fr/2021/11/12/396/0/5314/3541/110/74/60/0/a1eaa82_796702890-le-monde-urgences-du-mans-3318.jpg,"Aux urgences du Mans, tenir bon malgré la désertification médicale"
"Réduction du nombre de lits, pénurie d’infirmiers, fermetures de services d’urgences faute d’effectifs médicaux… Le secteur hospitalier se trouve sous forte tension depuis la rentrée, sans s’imposer pour autant dans l’agenda politique.",https://img.lemde.fr/2021/11/12/221/0/5315/3543/110/74/60/0/30fcea4_931791139-le-monde-urgences-du-mans-3321.jpg,"L’hôpital, grand absent de la campagne présidentielle après dix-huit mois de crise sanitaire"
"Mandatée au début de novembre pour trouver une issue au conflit sur l’obligation vaccinale pour les soignants, la médiatrice nationale a transmis ses propositions au gouvernement, qui a décidé de suivre ses préconisations concernant le report de l’obligation vaccinale à la Martinique.",https://img.lemde.fr/2021/07/29/0/2/3330/2220/110/74/60/0/cc3fffa_799549125-000-1u57oo.jpg,"Covid-19 : report de l’obligation vaccinale au 31 décembre à la Martinique, des anti-passe perturbent le trafic aérien à la Guadeloupe"
"Grand impensé de nos sociétés aux réflexes patriarcaux tenaces, la contraception masculine a pourtant été à l’ordre du jour dans les années 1980. Elle revient sur le devant de la scène, entre opération, slip chauffant et méthode hormonale.",https://img.lemde.fr/2020/09/30/91/1803/1295/863/110/74/60/0/21920c0_152892930-parentologie2.jpg,Et si la contraception était aussi l’affaire des hommes ?
"Alors que l’accès direct des patients à certaines professions paramédicales comme les kinésithérapeutes ou les infirmiers devrait être autorisé, Patrick Chamboredon et Pascale Mathieu au nom de ses deux professions s’inquiètent, dans une tribune au « Monde », de possibles blocages corporatistes.",https://img.lemde.fr/2021/11/10/0/0/6144/4094/110/74/60/0/6fa7fd1_160191597-gytfrt.jpg,« Les professions paramédicales doivent évoluer car cette progression tire vers le haut l’ensemble du système de santé »
"Le Ronapreve, du laboratoire Roche, et le Regdanvimab, du sud-coréen Celltrion, ont reçu, jeudi, leur autorisation de mise sur le marché européen.",https://img.lemde.fr/2021/11/11/0/4/4248/2832/110/74/60/0/c5efd3c_33474090-000-par6825984.jpg,Covid-19 : deux traitements par anticorps autorisés par l’Agence européenne des médicaments
"Après un premier contrat avorté avec le Royaume-Uni, le laboratoire franco-autrichien vient de conclure un accord avec la Commission européenne. Les premières livraisons pourraient débuter en avril 2022.",https://img.lemde.fr/2021/11/10/0/0/4044/2696/110/74/60/0/74e61ee_148058866-000-8vd3wy.jpg,Le vaccin de Valneva contre le Covid-19 décroche une commande de l’Union européenne
"Ses toiles faites de superpositions et de juxtapositions s’inscrivent dans une forme de pop art français, satirique et virulent, connue sous le nom de figuration narrative. L’artiste s’est éteint lundi 29 novembre, à l’âge de 90 ans.",https://img.lemde.fr/2021/11/30/0/34/2940/1960/110/74/60/0/0f7045f_660362857-000-par2003091071140.jpg,"Bernard Rancillac, peintre politique, est mort"
"Lancé alors qu’il était adolescent grâce au film « La Randonnée », l’artiste australien a déroulé une carrière de près de cinquante ans. Il est mort à 68 ans, quelques années après la découverte d’un cancer.",https://img.lemde.fr/2021/11/30/945/0/3064/2040/110/74/60/0/8e41bc1_5106003-01-06.jpg,"Mort de l’acteur aborigène David Dalaithngu, révélé mondialement dans « Crocodile Dundee »"
"Le premier fils de Norodom Sihanouk et ex-chef du gouvernement renversé en 1997 par son adversaire Hun Sen est mort dimanche 28 novembre, près d’Aix-en-Provence, à l’âge de 77 ans.",https://img.lemde.fr/2021/11/28/0/4/4248/2832/110/74/60/0/7e727fb_5098391-01-06.jpg,"Norodom Ranariddh, ancien premier ministre cambodgien, est mort"
"Le groupe LVMH a annoncé le décès, à l’âge de 41 ans, de celui qui dirigeait les collections pour homme de la maison Vuitton depuis 2018. Il combattait un cancer agressif depuis plusieurs années.",https://img.lemde.fr/2021/11/28/97/759/3277/2184/110/74/60/0/08faf3a_5100326-01-06.jpg,"Mort de Virgil Abloh, un styliste qui a marqué toute une génération"
"Le créateur, engagé pour l’affirmation des cultures afro-américaines, a succombé à un cancer qu’« il combattait depuis plusieurs années ». Il avait 41 ans.",https://img.lemde.fr/2021/11/28/97/759/3277/2184/110/74/60/0/08faf3a_5100326-01-06.jpg,"Mort de Virgil Abloh, styliste et « créateur de mode visionnaire »"
"On doit notamment à l’artiste, mort le 26 novembre à 91 ans, les légendaires comédies musicales « West Side Story », « Sunday in the Park with Georges »…",https://img.lemde.fr/2021/11/27/2/0/3000/2000/110/74/60/0/b8890a0_696539040-661851.jpg,Stephen Sondheim fausse compagnie à Broadway : le compositeur américain est mort
"Le compositeur, qui avait notamment écrit les paroles de « West Side Story », s’est éteint vendredi. Il avait 91 ans.",https://img.lemde.fr/2021/11/26/25/0/2000/1332/110/74/60/0/752ac99_be055a6b9b6d4b57b794b887ac52d402-be055a6b9b6d4b57b794b887ac52d402-0.jpg,"Stephen Sondheim, légende de la comédie musicale américaine, est mort"
Le romancier était connu pour ses œuvres sur l’histoire de la médecine et du judaïsme. Il avait 95 ans.,https://img.lemde.fr/2021/11/23/0/21/4354/2903/110/74/60/0/68c0d04_96224698-000-dv1597106.jpg,L’écrivain américain Noah Gordon est mort
"Ex-chef d’état-major de l’armée sud-coréenne, il accède au pouvoir en 1980 et met en place une dictature militaire marquée par la répression sanglante des émeutes dans la ville de Gwangju. Il sera contraint de démissionner en 1988. Il est mort mardi, à l’âge de 90 ans.",https://img.lemde.fr/2021/11/23/509/0/2445/1627/110/74/60/0/44bf539_719760945-gamma-k008038-a4.jpg,"L’ancien président de Corée du Sud, Chun Doo-hwan, est mort"
"Homme de radio et de télévision, ce passionné d’Aimé Césaire et de Marcel Proust, avait assuré la correspondance du « Monde » aux Antilles. Auteur d’une quinzaine d’ouvrages consacrés à la langue française, il est décédé le 17 novembre, à l’âge de 74 ans.",https://img.lemde.fr/2021/11/22/0/4/4248/2832/110/74/60/0/e70cf4f_930056030-20211122ech3970.jpeg,"La mort de Patrice Louis, journaliste et auteur"
"Autrice distinguée à de nombreuses reprises, pan de la mémoire littéraire japonaise, elle s’était engagée dans le combat pour la liberté des femmes, contre le nucléaire et pour la paix. Elle est décédée le 9 novembre, à l’âge de 99 ans.",https://img.lemde.fr/2021/11/19/0/3/3961/2641/110/74/60/0/e019530_117737105-212925.jpg,"La mort de Jakucho Setouchi, écrivaine et grande voix féministe au Japon"
"Nommé président de la Régie en 1981, il a été confronté aux exigences contradictoires de l’Etat après la victoire de la gauche. Accumulant les pertes, il est débarqué brutalement en 1985. A l’origine de la R5 et de l’Espace, il est décédé le 10 novembre, à l’âge de 89 ans.",https://img.lemde.fr/2021/11/19/427/0/1689/1126/110/74/60/0/9bf79be_301211953-000-app2002071135324.jpg,"La mort de Bernard Hanon, ancien PDG de Renault"
"Il a été le photographe de l’ère Ziggy Stardust de David Bowie. Il a aussi créé des illustrations pour des albums-clés de Lou Reed, des Stooges, des Ramones ou de Queen.",https://img.lemde.fr/2021/11/19/0/0/4896/3264/110/74/60/0/520b45a_5044287-01-06.jpg,"Mort de Mick Rock, photographe des stars du rock des années 1970"
"Auteur d’une œuvre inspirée un temps par l’indianité, il avait revendiqué une ascendance cherokee contestée par les représentants de cette nation indienne. Distingué à la Biennale de Venise en 2019, il est décédé le 17 novembre, à l’âge de 81 ans.",https://img.lemde.fr/2021/11/19/607/0/1778/1185/110/74/60/0/7fb90d8_303484944-000-hkg2004060510715.jpg,Le plasticien américain Jimmie Durham est mort
